id,barcode,name,price,stock,description,purchasePrice,categoryId,wholesaPrice,howToSell,isActive,entry,output,imgUrl,stocktaking,minimumstock
487,7.50228E+12,plumines de colores brillantes WT-6816,39,2,plumines de colores brillantes WT-6816,20,5,31.2,Unidad,1,0,0,default.png,1,1
488,7.50228E+12,Mini engrapadora Shely modelo 352,50,-2,Mini engrapadora Shely modelo 352,26,5,40,Unidad,1,0,0,default.png,1,1
489,7.50101E+12,pintura vinci acrilica,19,34,pintura vinci acrilica,9.71,5,15.2,Unidad,1,0,0,default.png,1,1
490,7.5011E+12,Lapiz adhesivo Kole,10,8,Lapiz adhesivo Kole,5.38,5,8,Unidad,1,0,0,default.png,1,1
491,45454,brillantina,6,-35,brillantina,5,5,4.8,Unidad,1,0,0,default.png,1,1
492,7.50303E+12,Cargador v8 combo 1 Hora,60,-4,Cargador v8 combo 1 Hora,30.5,9,42.7,Unidad,1,0,0,default.png,1,1
493,6.9729E+12,cargador tipo C combo,50,-2,cargador tipo C combo,19,9,26.6,Unidad,1,0,0,default.png,1,1
494,7.50303E+12,cable V8 1 metro,28,0,cable V8 1 metro,10.4,9,14.56,Unidad,1,0,0,default.png,1,1
495,7.50303E+12,cable IP 2 metros,40,0,cable IP 2 metros,19,9,26.6,Unidad,1,0,0,default.png,1,1
496,7.50303E+12,cable tipo C 2 metros,35,-1,cable tipo C 2 metros,17.5,9,24.5,Unidad,1,0,0,default.png,1,1
497,7.50303E+12,cable tipo C 1 metro,30,-1,cable tipo C 1 metro,11.5,9,16.1,Unidad,1,0,0,default.png,1,1
498,454212121,contac marna-tak,15,3,contac marna-tak,14,5,12,Unidad,1,0,0,default.png,1,1
499,8.81958E+12,cutter Linai,30,3,cutter Linai,30,5,24,Unidad,1,0,0,default.png,1,1
500,7878787,sobre de plastico indra,15,3,sobre de plastico indra,8.2,5,12,Unidad,1,0,0,default.png,1,1
501,4545454,Color rojo carmin,9,4,Color rojo carmin,4.5,5,7.2,Unidad,1,0,0,default.png,1,1
502,7.50228E+12,Lapices de colores Jocar C/12 Largo ok,35,1,Lapices de colores Jocar C/12 Largo ok,20,5,28,Unidad,1,0,0,default.png,1,1
503,454545454,Carpeta con costilla folder con costilla,19,2,Carpeta con costilla folder con costilla,10.8,5,15.2,Unidad,1,0,0,default.png,1,1
504,7501228825725<,silicon selanusa ml250,50,1,silicon selanusa ml250,50,1,40,Unidad,1,0,0,default.png,1,1
505,7.50227E+12,Silicon liquido MAE 60 ml OK,30,8,Silicon liquido MAE 60 ml OK,18.5,5,24,Unidad,1,0,0,default.png,1,1
506,1545454,pintura vinci cartel,17,-2,pintura vinci cartel,8.2,5,13.6,Unidad,1,0,0,default.png,1,1
507,70530014440,Lapices de colores prisma color 24,277,0,Lapices de colores prisma color 24,250,5,221.6,Unidad,1,0,0,default.png,1,1
508,820,LENTEJUELA,3.5,38,LENTEJUELA,1.93,5,2.8,Unidad,1,0,0,default.png,1,1
509,3.33,cuenta donas,6,33,cuenta donas,3.33,5,4.8,Unidad,1,0,0,default.png,1,1
510,822,chakira,3,96,chakira,1.7,5,2.4,Unidad,1,0,0,default.png,1,1
511,4545445,brillantina,3,-10,brillantina,2,5,2.4,Unidad,1,0,0,default.png,1,1
512,7.40617E+11,Memoria USB 32 gb kingston OK,100,0,Memoria USB 32 gb kingston OK,50,5,80,Unidad,1,0,0,default.png,1,1
513,6604357E,Memoria USB 32 GB Kingston OK,110,1,Memoria USB 32 GB Kingston OK,50,5,88,Unidad,1,0,0,default.png,1,1
514,7.50159E+12,block tabla chico Selecto OK,85,0,block tabla chico Selecto OK,53,5,68,Unidad,1,0,0,default.png,1,1
515,7.50123E+12,Pistola silicon selanusa ok,85,0,Pistola silicon selanusa ok,48,5,68,Unidad,1,0,0,default.png,1,1
516,6.96005E+11,Pistola silicon A+  OK,85,-1,Pistola silicon A+  OK,48,5,68,Unidad,1,0,0,default.png,1,1
517,7.50303E+12,Cargador combo V8 OK,65,1,Cargador combo V8 OK,30.5,9,42.7,Unidad,1,0,0,default.png,1,1
518,7.50303E+12,Cable tipo C 2.4 A ok,30,0,Cable tipo C 2.4 A ok,14.7,5,24,Unidad,1,0,0,default.png,1,1
519,7.50303E+12,Cable iphone 1 metro 2.4A ok,35,1,Cable iphone 1 metro 2.4A ok,16,5,28,Unidad,1,0,0,default.png,1,1
520,8.5022E+12,Grapa estandar indra 26/6 OK,43,5,Grapa estandar indra 26/6 OK,24.31,5,34.4,Unidad,1,0,0,default.png,1,1
521,7.50222E+12,Grapa estandar 26/6 aliamex OK,11,1,Grapa estandar 26/6 aliamex OK,8.89,5,8.8,Unidad,1,0,0,default.png,1,1
522,7.50227E+12,Mini Engrapadora MEM-26 MAE OK,40,5,Mini Engrapadora MEM-26 MAE OK,23.82,5,32,Unidad,1,0,0,default.png,1,1
523,47545465,Foamy 90x70,25,25,Foamy 90x70,25,5,20,Unidad,1,0,0,default.png,1,1
524,75022767853,PERFORADORA modelo 97V04,49,3,PERFORADORA modelo 97V04,28,5,39.2,Unidad,1,0,0,default.png,1,1
525,7.50228E+12,MINI PEFORADORA MOD 6304,130,2,MINI PEFORADORA MOD 6304,90,5,104,Unidad,1,0,0,default.png,1,1
526,7.50228E+12,perforadora un orificio modelo 97V04,49,0,perforadora un orificio modelo 97V04,28,5,39.2,Unidad,1,0,0,default.png,1,1
527,15444,Espiral engargolar 12 MM,3,7,Espiral engargolar 12 MM,1.19,5,2.4,Unidad,1,0,0,default.png,1,1
528,154441,Espiral engargolar 14 MM,3,16,Espiral engargolar 14 MM,1.24,5,2.4,Unidad,1,0,0,default.png,1,1
529,7.50102E+12,marcador pelikan colorella 24 piezas,135,3,marcador pelikan colorella 24 piezas,67.47,5,108,Unidad,1,0,0,default.png,1,1
530,7.50102E+12,Marcador Pelikan markana,75,0,Marcador Pelikan markana,44.22,5,60,Unidad,1,0,0,default.png,1,1
531,7.50304E+12,Memoria USB 16 GB Stylos ST-500,95,0,Memoria USB 16 GB Stylos ST-500,46.2,9,64.68,Unidad,1,0,0,default.png,1,1
532,7.50302E+12,Memoria USB  16 GB Stylos ST100,95,2,Memoria USB  16 GB Stylos ST100,54.55,9,76.37,Unidad,1,0,0,default.png,1,1
533,7.50302E+12,Memoria USB  32 GB Stylos ST100,110,1,Memoria USB  32 GB Stylos ST100,51.52,9,72.13,Unidad,1,0,0,default.png,1,1
534,LISTON,Liston 2 cm ancho,1,185,Liston 2 cm ancho,0.38,5,0.8,Granel,1,0,0,default.png,1,1
535,7.50062E+12,Micro SD 16 GB,85,6,Micro SD 16 GB,43.14,9,60.4,Unidad,1,0,0,default.png,1,1
536,7.50303E+12,Cargador 12w  2.4 A,75,0,Cargador 12w  2.4 A,33,9,46.2,Unidad,1,0,0,default.png,1,1
537,6.90917E+12,Audifonos BLUETOOTH,150,0,Audifonos BLUETOOTH,58,9,81.2,Unidad,1,0,0,default.png,1,1
538,7.50094E+12,audifonos bluetooh il2l,85,0,audifonos bluetooh il2l,39,9,54.6,Unidad,1,0,0,default.png,1,1
539,VGA-009,cargador combo tipo c W&Z VGA-009,65,0,cargador combo tipo c W&Z VGA-009,23,9,32.2,Unidad,1,0,0,default.png,1,1
540,7.50303E+12,Cargador de tipo C a tipo C,105,0,Cargador de tipo C a tipo C,51,9,71.4,Unidad,1,0,0,default.png,1,1
541,7.50303E+12,cargador para  iphone 20w,120,0,cargador para  iphone 20w,57,9,79.8,Unidad,1,0,0,default.png,1,1
542,3.15415E+12,plumones maped colorpeps ocean,130,0,plumones maped colorpeps ocean,120,5,104,Unidad,1,0,0,default.png,1,1
543,7.5051E+12,audifonos manos libres,25,-25,audifonos manos libres,8,9,11.2,Unidad,1,0,0,default.png,1,1
544,7.50303E+12,combo cargador iphone GAR088,65,-2,combo cargador iphone GAR088,13,9,18.2,Unidad,1,0,0,default.png,1,1
545,7.50303E+12,combo cargdor 1 hora,65,-1,combo cargdor 1 hora,30.5,5,52,Unidad,1,0,0,default.png,1,1
546,323232333,estuche colores bolsa,60,0,estuche colores bolsa,60,5,48,Unidad,1,0,0,default.png,1,1
547,111111208,Diccionario Larusse azul,60,1,Diccionario Larusse azul,60,5,48,Unidad,1,0,0,default.png,1,1
548,9.78607E+12,diccionario Larousse verde,80,0,diccionario Larousse verde,80,5,64,Unidad,1,0,0,default.png,1,1
549,50103041875,lapices de colores Berol 24 largos,74,6,lapices de colores Berol 24 largos,40.7,5,59.2,Unidad,1,0,0,default.png,1,1
550,JAPI00035,cable datos tipo C uso rudo  JAPI,150,2,cable datos tipo C uso rudo  JAPI,90,5,120,Unidad,1,0,0,default.png,1,1
551,8.80609E+12,cargador carga rapida 35 w samsung,190,1,cargador carga rapida 35 w samsung,93,9,130.2,Unidad,1,0,0,default.png,1,1
552,7.50303E+12,cable datos iphone 1hora,35,-1,cable datos iphone 1hora,17,9,23.8,Unidad,1,0,0,default.png,1,1
553,PD35W,cargador iphone 14 pro max 50w,120,0,cargador iphone 14 pro max 50w,58,9,81.2,Unidad,1,0,0,default.png,1,1
554,7.50303E+12,combo cargador iphone 1hora,65,0,combo cargador iphone 1hora,32.5,9,45.5,Unidad,1,0,0,default.png,1,1
555,7.50303E+12,cable tipo C datos y carga,35,-1,cable tipo C datos y carga,16.5,9,23.1,Unidad,1,0,0,default.png,1,1
556,7.50106E+12,crayones estandar 12,29,0,crayones estandar 12,29,5,23.2,Unidad,1,0,0,default.png,1,1
557,7.50224E+12,Lapices de colores MAE CM-12L,60,0,Lapices de colores MAE CM-12L,60,5,48,Unidad,1,0,0,default.png,1,1
558,6233,Memoria USB 64 gb,130,1,Memoria USB 64 gb,64,5,104,Unidad,1,0,0,default.png,1,1
559,6767676,silicon grueso,8,37,silicon grueso,7.5,5,6.4,Unidad,1,0,0,default.png,1,1
560,BOLAUNICEL4,bola de unicel  no 4,5,9,bola de unicel  no 4,5,5,4,Unidad,1,0,0,default.png,1,1
561,SAMSUNG4444,cargador samsung tipo C a C 25W,110,0,cargador samsung tipo C a C 25W,51,9,71.4,Unidad,1,0,0,default.png,1,1
562,6.97437E+12,cable tipo C a C 2M 3A,50,1,cable tipo C a C 2M 3A,21,9,29.4,Unidad,1,0,0,default.png,1,1
563,7.40617E+11,Micro SD 32 GB Kingston,110,0,Micro SD 32 GB Kingston,49,9,68.6,Unidad,1,0,0,default.png,1,1
564,7.50303E+12,cable de datos y carga tipo C 1M 2.1A,30,0,cable de datos y carga tipo C 1M 2.1A,11.5,9,16.1,Unidad,1,0,0,default.png,1,1
565,7.50189E+12,cinta 12 x 50 maskin navitek,25,-3,cinta 12 x 50 maskin navitek,16.3,5,20,Unidad,1,0,0,default.png,1,1
566,7.50229E+12,Corrector liquido Jumbo,18,4,Corrector liquido Jumbo,10.34,5,12.8,Unidad,1,0,0,default.png,1,1
567,45454211212,Borrador strike-isi 20,8,19,Borrador strike-isi 20,4.35,5,6.4,Unidad,1,0,0,default.png,1,1
568,7.50221E+12,Pegamento Pegas blanco escolar,25,1,Pegamento Pegas blanco escolar,13.96,5,20,Unidad,1,0,0,default.png,1,1
569,7.50221E+12,Pegamento Pegas blanco escolar 60 grs,15,2,Pegamento Pegas blanco escolar 60 grs,8.54,5,12,Unidad,1,0,0,default.png,1,1
570,7.50221E+12,Pegamento Pegas pegamento blanco 30 grs,10,0,Pegamento Pegas pegamento blanco 30 grs,5.76,5,8,Unidad,1,0,0,default.png,1,1
571,7.50102E+12,Pintura Pelikan digital 150 ML,42,9,Pintura Pelikan digital 150 ML,30,5,33.6,Unidad,1,0,0,default.png,1,1
572,5.87413E+12,perforadora un orificio 6MM,25,0,perforadora un orificio 6MM,14,5,20,Unidad,1,0,0,default.png,1,1
573,7.50229E+12,Tijeras Jumbo 7 pulgadas,42,1,Tijeras Jumbo 7 pulgadas,23.49,5,33.6,Unidad,1,0,0,default.png,1,1
574,7.50229E+12,Tijera escolar jumbo Modelo PTIJ10,21,4,Tijera escolar jumbo Modelo PTIJ10,11.74,5,16.8,Unidad,1,0,0,default.png,1,1
